INPUT:id	INPUT:text	GOLDEN:source
99	В Западном округе Москвы прошел межрайонный конкурс по безопасности дорожного движения «Юный велосипедист»<br><br>На базе станции юных талантов «Солнцево» прошел межрайонный конкурс по безопасности дорожного движения «Юный велосипедист» среди учащихся школ районов Внуково, Солнцево и Ново-Переделкино Западного округа города Москвы. Данное мероприятие приурочено к весенним школьным каникулам и проводилось в целях профилактики детского дорожно-транспортного травматизма с участием детей.<br><br>В нелегкой борьбе юным участникам конкурса предстояло проявить себя на различных этапах соревнований. На 1 станции «Знатоки ПДД» надо было сдать экзамен на компьютере по Правилам дорожного движения, на 2 станции «Оказание первой медицинской помощи» – уметь быстро и грамотно оказать первую доврачебную помощь, на 3 станции «Фигурное вождение» – показать индивидуальное виртуозное владение велосипедом, преодолев сложную полосу препятствий. А на 4 станции «Основы безопасности жизнедеятельности» каждую команду ждал командный теоретический экзамен на знание основ безопасного поведения на дороге.<br><br>Подробности: http://petrovka38.ru/news/item/7525005/	mospolice
100	Команда 2 оперативного полка стала победителем чемпионата по стрельбе из пистолета Макарова <br><br>В Центре профессиональной подготовки ГУ МВД России по г. Москве прошел чемпионат столичной полиции по стрельбе из пистолета Макарова. В состязаниях приняли участие более 100 полицейских из 59 команд. <br> <br>Участникам соревнований стали руководители и заместители управлений столичного гарнизона. Им было необходимо с 25 метров в течение 10 минут совершить 10 зачетных выстрелов, на основании которых подсчитывается результат. <br> <br>«Более 15 лет я принимаю участие в подобных чемпионатах, как представитель команды от своего Управления. Считаю, что как руководитель обязана подавать пример подчиненным. На состязаниях царит непередаваемый дух соперничества и чувство большой ответственности за результат команды», - отметила начальник УДиР ГУ МВД России по г. Москве полковник внутренней службы Лариса Пантелеева. <br> <br>По окончании чемпионата лучшим стрелком в личном зачете среди мужчин стал полковник полиции Домашев Владимир – командир 2-го ОПП ГУ МВД России по г. Москве. Среди женщин первенство завоевала полковник внутренней службы Пантелеева Лариса – начальник УДиР ГУ МВД России по г. Москве. В общекомандном зачете первое место получила команда 2-й ОПП ГУ МВД России по г. Москве, второе место УГИБДД ГУ МВД России по г. Москве и третье место досталось команде ЦПП ГУ им. С.Х. Зайцева ГУ МВД России по г. Москве.<br><br>#МВД #Петровка38 #полиция #новости #стрельба #чемпионат	mospolice
101	19 ноября 1711 года недалеко от села Холмогоры в Архангельской области родился Михаил Ломоносов – будущий ученый, энциклопедист, естествоиспытатель, светило мировой и отечественной науки. Михаил Васильевич прожил 53 года, успев сделать ряд потрясающих открытий в разнообразных областях знаний – от минералогии до опто-механики. <br><br>В честь Ломоносова неоднократно выпускались советские почтовые марки, а мы покажем вам ту, что вышла три года назад, на 300-летие со дня рождения великого ученого.	russianpost
102	#МЧС #МЧСРОССИИ <br><br>Водолазы МЧС России и скалолазы в сложных условиях проводят поисково-спасательные работы на руднике «Мир» в круглосуточном режиме.<br><br>http://www.mchs.gov.ru/dop/info/smi/news/item/33297083/	mchsgov
103	Большие противолодочные корабли Тихоокеанского флота на учении поразили артиллерией сложные цели на побережье <br><br>БПК «Адмирал Трибуц» и «Адмирал Виноградов» в районе одного из морских десантных полигонов флота, действуя в составе отряда кораблей огневой поддержки, провели артиллерийскую стрельбу в ходе которой уничтожили невидимые береговые цели, в числе которых имитированные долговременные огневые точки и техника условного противника. <br> <br>Кроме того, экипажи отработали задачи по организации противоподводно-диверсионной обороны при стоянке на незащищенном рейде с выполнением профилактического гранатометания.<br><br>#ВМФ #ТОФ #БПК #БоеваяПодготовка #Корабли #Артиллерия #Учения	mil
104	Друзья, хотим напомнить, что на странице нашей группы работает калькулятор сроков доставки почтовых отправлений: https://vk.com/app4944085_-49069650.<br>Чтобы узнать, сколько дней ваше письмо или посылка будет в пути, не обязательно звонить на горячую линию. <br><br>Запустите приложение, укажите вид отправления, выберите название и тип населенных пунктов отправителя и адресата. Система рассчитает вам нормативные сроки доставки, исходя из официальных правил. Это тот срок, на который вы можете ориентироваться при пересылке вашего отправления внутри страны.<br>#ПочтаРоссии #услугипочты	russianpost
105	Подготовка механизированной колонны Хабаровского гарнизона к Параду Победы, посвященному 73-й годовщине Победы советского народа в Великой Отечественной войне <br> <br>#Минобороны #ВВО #ВОВ #ПарадПобеды	mil
106	#МЧС #МЧСРОССИИ <br><br>Сибирский региональный центр МЧС России будет применять авиацию для мониторинга ледовой обстановки на водоемах и обеспечения безопасности населения. <br><br>http://www.mchs.gov.ru/dop/info/smi/news/item/33479198/	mchsgov
107	#МЧС #МЧСРОССИИ<br><br>Авиация МЧС России получит 12 самолетов Бе-200ЧС до 2025 года.<br><br>http://www.mchs.gov.ru/dop/info/smi/news/item/33345610/	mchsgov
108	Вышел новый номер газеты «Петровка,38» от 29 ноября 2016 года. <br><br>#МВД #Петровка38 #полиция #новости #газета #сми	mospolice
109	В те далекие времена, когда почту доставляли ямщики и курьерские тройки, появилось исключительно русское явление – звонкий поддужный колокольчик. Его звон символизировал приближение новостей и весточек. Он обязывал всех путников уступать дорогу почтовой тройке, а целая индустрия умельцев поставляла звонкие колокола небольшого размера для конных упряжей. <br><br>Идея быстро понравилась народу, и использовать мелодичный звон стали простые обыватели. Почтовый департамент ревностно отнёсся к распространению этого символа, и 18 декабря 1836 года вышло постановление Сената, в котором говорилось: «Запретить употребление колокольчиков всем тем, которые едут на собственных или вольнонаемных лошадях, предоставив оные одной почтовой гоньбе и чиновникам земской полиции, едущим по обязанностям службы».<br><br>Кстати, почтовые колокольчики настолько прочно вошли в русскую культуру, что даже нашли свое отражение в литературе. Например, вот что о них писал Александр Сергеевич Пушкин в поэме «Граф Нулин»: <br><br>«Кто долго жил в глуши печальной,<br>Друзья, тот верно знает сам,<br>Как сильно колокольчик дальный<br>Порой волнует сердце нам».	russianpost
110	#МЧС #МЧСРОССИИ<br><br>Подведены итоги конкурса «Юный корреспондент» IX Всероссийского фестиваля «Созвездие мужества»: победительницами стали Владислава Осисорова и Софья Серкова из г. Воркуты Республики Коми.<br><br>http://www.mchs.gov.ru/dop/info/smi/news/item/33432526/	mchsgov
111	20 мая 2018 года в России проводится Единый день велопарадов. <br><br>В Москве состоится традиционный Большой Московский велопарад, который пройдет по Садовому кольцу..<br><br>В этом году групповой проезд полицейских будет посвящен 300-летию российской полиции.<br><br>Если вы хотите принять участие в Большом Московском велопараде – приглашаем вас с родными и друзьями на велосипедах в нашу команду!<br><br>Велопарад – не гонка, в нём можно участвовать людям с разной подготовкой, даже детям. Важно, чтобы нас было много! Хорошее настроение гарантируем!<br><br>Сбор участников – с 10.00 до 11.00 в сквере напротив фабрики «Большевичка». Напоминаем, что в день велопарада провоз велосипедов в электричках бесплатен.<br><br>#police #mvdrussia #МВД #мвдроссии #полиция #полицияроссии #мвд77 #петровка38 #новости #велопарад #московскийвелопарад #велосипед #мероприятие #праздник	russianpost
112	Балтийский флот получил новый патрульный катер проекта 03160 «Раптор»<br><br>Катер прибыл к месту постоянного базирования в порт Балтийск и будет<br>выполнять задачи по предназначению в Балтийской военно-морской базе.<br><br>Патрульный катер проекта 03160 «Раптор» способен выполнять<br>задачи по патрулированию прибрежной зоны морей, проливов и устьев рек, нести дежурство в назначенных районах. Он может осуществлять перехват и задержание малых целей, а также осуществлять мероприятия по оказанию помощи на воде экипажам терпящих бедствие плавсредств или летательных аппаратов в районе несения дежурства.<br><br>На катерах имеется помещение с местами для досмотровой или антитеррористической группы, водолазов или спасателей в зависимости от выполняемых задач.	mil
113	Олег Баранов встретился с делегацией Министерства внутренней безопасности Государства Израиль <br><br>На Петровке, 38 состоялась встреча начальника ГУ МВД России по г. Москве Олега Баранова с делегацией Министерства внутренней безопасности Израиля. Участники встречи обсудили наиболее актуальные вопросы межведомственного сотрудничества. <br> <br>Олег Баранов рассказал гостям об оперативной обстановке в столице и перспективных направлениях деятельности полиции. <br> <br>«Убежден, что сотрудничество правоохранительных органов Российской Федерации и Государства Израиль будет и в дальнейшем наполняться глубоким практическим содержанием в интересах обеспечения безопасности граждан наших государств», - подчеркнул руководитель ГУ МВД России по г. Москве. <br> <br>Министр внутренней безопасности Государства Израиль Гилад Эрдан, в свою очередь, от лица всех прибывших с ним коллег поблагодарил руководство московской полиции за теплый прием. Министр рассказал о работе израильской полиции, отметив значимость сотрудничества полицейских с органами местного самоуправления и общественностью. Гилад Эрдан поинтересовался, как руководству столичной полиции удалось добиться высоких результатов в раскрытии преступлений с помощью камер видеонаблюдения, которые внедрены в столице в рамках программы «Безопасный город». <br> <br>В заключение официального приема Олег Баранов и Гилад Эрдан обменялись памятными сувенирами и ценными подарками. <br> <br>В ходе визита зарубежные коллеги ознакомились с работой сотрудников Дежурной части и деятельностью Центра оперативного управления, где им был продемонстрирован автоматизированный комплекс «Безопасный город».<br><br>#МВД #Петровка38 #полиция #новости #израиль #встреча	mospolice
114	#цифра_дня	russianpost
115	Хорошие новости для филокартистов и посткроссеров Владивостока: Почта России выпустила в обращение набор из 12 маркированных карточек «Владивосток», на каждой из которых изображены главные достопримечательности города. Торжественное гашение состоялось в зале Приморской государственной картинной галереи. <br><br>Работа над созданием уникального набора длилась около года. В его состав вошли изображения памятника «Борцам за власть Советов на Дальнем Востоке», мемориального комплекса «Боевая слава Тихоокеанского флота», Николаевских триумфальных ворот, студенческого центра ДВФУ, Всероссийского детского центра «Океан», Приморской картинной галереи «Центр Эрмитаж-Владивосток», санатория «Океанский», стадиона «Динамо», Русского и Золотого мостов, а также панорамы города Владивостока. На обороте каждой открытки можно прочитать имена архитекторов, авторов проектов и фотографов. Открытки содержат знак почтовой оплаты для пересылки по России. Набор издан тиражом 5000 экземпляров и включает не только 12 отдельных открыток, но и обложку, разрезав которую можно получить еще две дополнительные открытки.<br><br>После торжественной церемонии гашения гости мероприятия отправили открытки своим друзьям и посткроссерам. Наборы маркированных открыток можно приобрести в центральных городских почтовых отделениях Приморья, а также в почтовом отделении кампуса ДВФУ. В Приморской картинной галерее экспозиция почтовых карточек будет представлена до 31 января, успейте увидеть своими глазами!<br><br>#ПочтаРоссии #Владивосток #открытки #посткроссинг	russianpost
116	В новом выпуске #МЧС_112:<br><br>МЧС России дополнительно выплатит семьям горноспасателей, погибших при проведении аварийно-спасательных работ в шахте «Северная» в Воркуте, по миллиону рублей. Глава МЧС Владимир Пучков пообещал, что чрезвычайное ведомство будет помогать и сопровождать близких и детей погибших горноспасателей по жизни;<br><br>для работы с родственниками шахтеров и горноспасателей, погибших на шахте «Северная» были организованы специализированные группы, в состав которых вошли врачи, психологи и социальные работники;<br><br>на «Северной» продолжаются работы по ликвидации последствий аварии. В Воркуту доставлено специальное оборудование для возведения взрывоустойчивых перемычек; <br><br>мощный циклон на Сахалине не повлиял на работу жизнеобеспечения. Движение на дорогах осуществляется без ограничений;<br><br>около 50 оперативных групп МЧС России работали в ЦФО с целью минимизации прохождения мощного циклона; <br><br>в Екатеринбурге в результате падения башенного крана была повреждена кровля 5-этажного здания. Силами спасателей была организована эвакуация 30 человек.<br><br>#мчс	mchsgov
117	Морякам-тихоокеанцам посвящается!<br><br>#Минобороны #ТихоокеанскийФлот #Праздники #ДеньТихоокеанскогоФлота #ВМФ #Поздравления	mil
118	"Взрывоопасная математика. Чрезвычайную ситуацию можно спрогнозировать<br> <br>Статья из газеты: Еженедельник ""Аргументы и Факты"" № 46 15/11/2017 <br><br>В работе чрезвычайного ведомства используется не только спасательная техника, но и сложные математические расчёты.<br>Для обычного гражданина МЧС России - это то самое ведомство, специалисты которого приходят на помощь в трудную, критическую минуту. Определение справедливое, но не совсем полное. Одной из главных задач министерства является предупреждение чрезвычайных ситуаций. А как их предупредить, если само понятие «чрезвычайные» предполагает внезапность и непредсказуемость?<br><br>Что такое прогноз? <br>Научные роты в Вооружённых силах РФ стали формироваться по указанию президента страны из числа выпуск­ников профильных вузов. Вот и в МЧС России на базе ведущего образовательного учреждения - Академии гражданской защиты - в 2013 г. была создана научная рота. Сейчас это Лаборатория информационного обеспечения населения и технологий информационной поддержки Единой государственной системы предупреждения и ликвидации чрезвычайных ситуаций (РСЧС).<br>Одна из основных задач этого уникального подразделения сформулирована официально так: выполнение прикладных исследований по всем направлениям деятельности академии и МЧС России в рамках прио­ритетных направлений развития науки, техники и технологий в системе министерства. Правда, из этой формулировки нам с вами трудно понять, чем оно занимается. Но если проще, то работа сотрудников лаборатории как раз и даёт ответ на тот самый (важнейший!) вопрос: можно ли спрогнозировать чрезвычайную ситуацию и как её предупредить? <br>«Это не прогноз погоды и тем более не астрологическое предсказание, - поясняет начальник лаборатории, доктор технических наук майор Анатолий Рыбаков. - Никто вам не скажет, что завтра здесь будет пожар или произойдёт взрыв. Для нас прогноз - прежде всего понимание, какие у этого условного пожара будут поражающий фактор, тепловой поток, интенсивность излучения... А уже на основе понимания можно сделать максимально точный, достоверный расчёт. Ну и, разумеется, пойти дальше - точно с такой же точностью рассчитать последствия пожара, а также силы и средства, которые будут необходимы для ликвидации этих последствий».<br><br>Справка <br>В Лаборатории информационного обеспечения населения и технологий информационной поддержки РСЧС работают 18 человек - 8 офицеров и 10 солдат. Солдаты - это выпускники ведущих технических вузов страны, которые здесь проходят военную службу по призыву.<br><br>Поражающие элементы <br>Всё делается с помощью сложных математических моделей, которые, собственно, и разрабатываются в лаборатории. Равно как и компьютерные программы, позволяющие потом моделировать развитие и предсказывать последствия чрезвычайных ситуаций. При этом ещё и учитывать неочевидные факторы, на которые раньше внимания почти не обращали. <br>Скажем, из школьных уроков по гражданской обороне все помнят, что у взрыва есть несколько поражающих факторов - ударная волна и осколки. Как ведёт себя первая, было более или менее понятно и раньше. А вот с осколками, как выясняется, всё не так просто. Расчёты специалистов лаборатории показывают, что радиус поражения осколками значительно превосходит радиус поражения взрывной волной.<br>«Большинство программных продуктов, моделирующих взрывы, нацелены на расчёт первичных последст­вий той же силы воздушной ударной волны, - продолжает её руководитель. - Разлёт же осколков относится к последствиям вторичным, однако учитывать этот фактор жизненно необходимо. Ярким примером является трагедия, произошедшая в Китае во время череды взрывов на пиротехническом заводе. Жильцы соседних зданий получили увечья и раны не столько от воздействия воздушной ударной волны, сколько из-за разлетевшихся осколков оборудования, стёкол и фрагментов зданий».<br>Сегодня лабораторией создана специальная программа для моделирования чрезвычайных ситуаций техногенного характера, связанных со взрывами (бытового газа, при разгерметизации производственного оборудования и трубопроводов или при применении обычных средств поражения осколочного типа). <br>«Конечно, мы и дальше будем работать над этим продуктом, - поясняет майор Рыбаков. - Нужно создать алгоритм для зонирования территорий с учётом разлёта осколков. Проще говоря, для вычисления зон критического повреждения, сильного повреждения, слабого и незначительного. И тогда мы будем точно знать, что случится с человеком, если при взрыве он окажется в одной из них. Благодаря этому можно провести разработку актуальных регламентов по оценке безопасности объектов и своевременно предпринять необходимые меры для защиты населения». <br>Кстати, 3D-модели разлёта осколков при взрывах, созданные А. Рыбаковым и младшим научным сотрудником старшим лейтенантом Серафимом Очетовым, на ежегодном конкурсе МЧС России «Есть идея!» стали лучшим изобретением 2017 г. в номинации «Деятельность в области безопасности жизнедеятельности населения».<br><br>Чистый расчёт? <br>Стороннему наблюдателю это всё может показаться наукой для науки. Между тем связь с реальностью самая прямая. МЧС России, как известно, утверждает паспорта безопасности потенциально опасных объектов. Так вот, теперь при получении такого паспорта объект исследуется с помощью программы, созданной на основе математического расчёта. <br>Она показывает, что конкретно может случиться с ним в случае пожара или взрыва. И это позволяет вскрыть слабые места в защите. Причём не просто вскрыть, но и провести некоторые инженерно-технические мероприятия, чтобы предотвратить тяжёлые последствия. Скажем, где-то накрыть опасный участок дополнительным кожухом, где-то заменить стекло на не­пробиваемое, где-то поставить дополнительную стенку… То есть «чистая математика» помогает сделать реальные шаги, чтобы снизить риск до минимума. <br>Благодаря математике чрезвычайность - уже не значит непредсказуемость. Ведь достоверность прогноза составляет 83%, а оценка проводилась путём сопоставления результатов, полученных по данной модели, с данными о реально произошедших чрезвычайных ситуациях.<br>То же самое касается и защиты людей, которые никакого отношения к опасным объектам не имеют. <br>«Не менее актуальным является вопрос защиты населения от террористических угроз, - говорит А. Рыбаков. - С помощью нашего программного продукта можно показать зоны поражения в результате различных террористических актов - например, с применением самодельных взрывных устройств, начинённых гвоздями, саморезами, металлическими шариками. В таких случаях программа позволит разработать предупредительные меры по смягчению последствий от террористических актов в местах массового пребывания людей, в аэропортах, на вокзалах, при входах в здания и на производственные объекты».<br><br>Пожары на 6 дней вперёд <br>Математическое моделирование позволяет спрогнозировать даже такие стихийные явления, как лесные пожары. То, что они происходят довольно часто, известно всем. По мере сил к ним готовятся и ликвидируют последствия. Но одно дело - быть готовым ко всему и совершенно другое - заранее знать, что именно ожидается и даже в каком объёме. Эта тема тоже находится в разработке. Хотя, казалось бы, с 1940-х годов существует и используется модель выдающегося лесовода Валентина Нестерова, которая позволяет определить вероятность стихийных пожаров в природе. Это так называемый КПО - комплексный показатель пожароопасности по метеорологическим условиям. Нужно ли вообще разрабатывать что-то дальше?<br>«Модель Нестерова, безусловно, хороша, - отвечает начальник лаборатории. - Но она работает, во-первых, по большим площадям, а во-вторых, не учитывает некоторых факторов. Мы же поставили перед собой задачу не только определить пожароопасную ситуацию, но и предсказать возможное количество лесных пожаров и даже то, как они могут развиваться и с какими последствиями. Причём наша модель работает не на макроуровне - скажем, «леса Западной Сибири», а на уровне муниципальных образований. Здесь нам пришлось оперировать огромным объёмом статистических данных - мы брали всю статистику по пожарам в конкретном регионе за последние 10 лет. Учитывали множество факторов: не только температуру, влажность, погодные условия, но даже и сезон, и конкретный день месяца, и время суток... В результате программа позволяет спрогнозировать количество пожаров в заданном муниципальном образовании на 6 дней вперёд с вероятностью более 80%. Надо сказать, что для каждого такого образования использовалась не одна математическая модель, а несколько - в совокупности, исходя из особенностей конкретного района. И наша работа запатентована в Роспатенте как действующий рабочий программный продукт, который можно реально использовать». <br>«Чистая математика» многим кажется дисциплиной, предельно отвлечённой от грубой и опасной реальности, с чем имеют дело спасатели. Однако на поверку выходит, что работа, которая идёт тихо - в уме, на бумаге и в недрах компьютеров, - эффективно служит главной цели МЧС России - защите нашей безопасности.<br><br>#мчс #агз #научнаяротамчс"	mchsgov
119	Сотрудники Восточного округа выявили нарушения миграционного законодательства<br><br>https://youtu.be/x_hUiR-nSeI<br><br>#МВДРоссии #Петровка38 #полиция #новости #миграция	mospolice
120	#ДетиГерои<br>Сергей Руденко спас троих детей во время пожара.<br><br>В феврале загорелась квартира в многоэтажке. Весь подъезд оказался в густом дыму. На пятом этаже оставались девочки трёх и двух лет от роду и их младший брат. Руденко добежал до их квартиры и не дал им задохнуться, а затем передал спасателям.<br><br>«Я добежал до пятого этажа, бегу по ступеням, а сам понимаю, что уже дышать нечем, дым кругом, глаза режет нещадно, да и не видно ровным счетом ничего. Забежал в комнату, а там девчонки ревут. Тогда я окно распахнул, а там нас пожарные увидели, подали лестницу. Я ее передал им, а сам бросился других детей искать.<br><br>Матвея пришлось искать долго. Оказалось, что ребенок, надышавшись дыма, потерял сознание. Я искал его наощупь. В кроватке не нашел, на диване тоже, а потом стал шарить руками и наткнулся на ребенка, он лежал на полу без сознания. Я его схватил – и к окну. Передал его пожарным и выбрался сам. Только потом пожарные сказали, что я вовремя вынес детей, еще бы несколько минут и все, не спасли бы.»<br><br>https://www.youtube.com/watch?v=n9E3hBNMnoA	mchsgov
121	В УВД по СВАО прошло торжественное мероприятие, посвященное Дню Победы<br><br>#police #mvdrussia #МВД #мвдроссии #полиция #полицияроссии #мвд77 #петровка38 #новости #ветераны #ветераныВОВ #ВОВ #поздравление #ДеньПобеды	russianpost
122	Инженерные войска ВС РФ в рамках проведения Международного военно-технического форума «Армия-2018» представят более 60 образцов перспективных и современных образцов инженерного вооружения. <br> <br>Статические экспозиции будут размещены в павильонах и на открытых площадках парка «Патриот», а на объектах полигона Алабино в ходе динамического показа будут продемонстрированы возможности специальной инженерной техники. <br> <br>Впервые на Международном военно-техническом форуме «Армия-2018» будет представлена универсальная бронированная инженерная машина УБИМ, тяжелый механизированный мост ТММ-7, инженерная система дистанционного минирования ИСДМ, бурильно-ударная машина БУМ-2, а также новые комплекты разминирования ОВР-ЗШ и ОВР-2-02 с максимально высокой степенью защиты, оснащенные системами телекоммуникации и охлаждения. <br> <br>Всего будет продемонстрированно более 60 образцов военной инженерной техники, приборов поиска и обезвреживания: подповерхностный обнаружитель ППО-2И, глубинный металодетектор МГ-1И, предназначенный для обнаружения боеприпасов на глубинах до 5 метров, перспективный индукционный миноискатель ИМП-3, позволяющий обнаруживать взрывные устройства в водной среде на глубинах до 10 метров, переносной магнитометрический бомбоискатель МБИ-П2, предназначенный для обнаружения ферромагнитных объектов типа невзорвавшихся боеприпасов и других взрывоопасных предметов в земле, воде и под водой и конденсаторный взрывной прибор ТПВК-43, предназначенный для взрывания электрическим способом противопехотных осколочных мин и зарядов взрывчатых веществ. <br> <br>Международный военно-технический форум пройдет с 21 по 26 августа 2018 года на базе одной из ведущих выставочных площадок России - «Патриот Экспо», а также на полигоне «Алабино» и аэродроме «Кубинка». <br> <br>#Минобороны #Армия2018 #Патриот #ИнженерныеВойска	mil
